job_title,experience_level,country,salary_usd,remote_ratio,employment_type,company_size,currency
DevOps Specialist,Mid,Estonia,83973,0,FT,M,USD
Senior Software Engineer,Junior,Canada,46734,50,FT,M,USD
DevOps Specialist,Principal,Germany,132265,0,FT,L,USD
Backend Developer,Senior,United States,246725,100,FT,M,USD
Fullstack Architect,Principal,Singapore,155996,50,FT,M,USD
Frontend Engineer,Lead,Bangladesh,137620,0,FT,M,USD
Cloud Security Engineer,Lead,India,138109,50,FT,S,USD
DevOps Specialist,Principal,India,163247,50,FT,S,USD
Cloud Security Engineer,Senior,Germany,99540,100,FT,M,USD
DevOps Specialist,Lead,Bangladesh,118410,100,FT,M,USD
Data Scientist,Mid,Poland,68049,100,FT,M,USD
Cloud Security Engineer,Senior,India,92548,0,FT,L,USD
Senior Software Engineer,Principal,Germany,132862,50,FT,L,USD
DevOps Specialist,Mid,Netherlands,74704,100,FT,S,USD
Cloud Security Engineer,Mid,Netherlands,59623,50,FT,L,USD
DevOps Specialist,Senior,Singapore,87291,50,FT,L,USD
Backend Developer,Mid,Netherlands,71869,50,FT,M,USD
AI/ML Engineer,Lead,India,98104,0,FT,S,USD
DevOps Specialist,Junior,United Kingdom,43395,100,FT,S,USD
Backend Developer,Principal,Poland,157310,100,FT,L,USD
Cloud Security Engineer,Lead,Singapore,122259,50,FT,S,USD
Frontend Engineer,Senior,United States,223000,50,FT,S,USD
Frontend Engineer,Mid,Estonia,67413,100,FT,L,USD
Data Scientist,Lead,Singapore,127686,100,FT,M,USD
Backend Developer,Mid,United States,132636,100,FT,L,USD
Fullstack Architect,Mid,Bangladesh,80853,0,FT,S,USD
Cloud Security Engineer,Mid,Singapore,62812,50,FT,S,USD
Fullstack Architect,Junior,Netherlands,48545,100,FT,S,USD
Frontend Engineer,Principal,United States,359894,50,FT,L,USD
Frontend Engineer,Lead,Bangladesh,109185,100,FT,M,USD
Fullstack Architect,Mid,Singapore,62475,100,FT,S,USD
Senior Software Engineer,Senior,Netherlands,95585,0,FT,L,USD
Cloud Security Engineer,Lead,Germany,135943,100,FT,L,USD
Frontend Engineer,Mid,Canada,59457,50,FT,L,USD
Senior Software Engineer,Principal,Estonia,128678,0,FT,S,USD
Data Scientist,Principal,Canada,151048,50,FT,S,USD
Frontend Engineer,Senior,Singapore,99007,100,FT,M,USD
AI/ML Engineer,Principal,Netherlands,141327,100,FT,M,USD
Senior Software Engineer,Mid,Estonia,69063,50,FT,M,USD
Senior Software Engineer,Mid,Canada,83864,50,FT,M,USD
Cloud Security Engineer,Junior,Singapore,54710,100,FT,S,USD
Cloud Security Engineer,Principal,Estonia,166299,50,FT,M,USD
Data Scientist,Lead,United Kingdom,99744,50,FT,M,USD
AI/ML Engineer,Lead,Poland,114310,0,FT,M,USD
DevOps Specialist,Junior,Netherlands,50478,0,FT,S,USD
Fullstack Architect,Mid,Bangladesh,75368,0,FT,L,USD
Frontend Engineer,Principal,United States,355022,100,FT,M,USD
Data Scientist,Principal,Canada,129037,100,FT,M,USD
Fullstack Architect,Mid,United States,128703,100,FT,S,USD
Senior Software Engineer,Junior,Australia,51268,100,FT,S,USD
Fullstack Architect,Mid,United Kingdom,84349,50,FT,S,USD
Data Scientist,Mid,Canada,80760,0,FT,M,USD
Backend Developer,Lead,United Kingdom,134824,0,FT,M,USD
Data Scientist,Mid,United Kingdom,70996,50,FT,M,USD
Senior Software Engineer,Mid,Estonia,79561,100,FT,M,USD
Fullstack Architect,Junior,Japan,53394,0,FT,S,USD
Senior Software Engineer,Junior,Poland,51535,0,FT,L,USD
Cloud Security Engineer,Principal,Japan,134924,100,FT,M,USD
Senior Software Engineer,Senior,India,115471,100,FT,S,USD
Senior Software Engineer,Lead,Poland,139928,0,FT,L,USD
Frontend Engineer,Senior,Germany,113836,0,FT,S,USD
Frontend Engineer,Senior,Bangladesh,97295,100,FT,S,USD
Cloud Security Engineer,Lead,Canada,113102,100,FT,M,USD
Backend Developer,Senior,United Kingdom,113188,0,FT,M,USD
DevOps Specialist,Mid,Estonia,71442,50,FT,L,USD
Fullstack Architect,Junior,Netherlands,54878,0,FT,S,USD
Data Scientist,Mid,United Kingdom,62662,50,FT,S,USD
AI/ML Engineer,Junior,Australia,60969,100,FT,L,USD
Fullstack Architect,Senior,Singapore,83849,0,FT,S,USD
Cloud Security Engineer,Principal,India,142877,0,FT,L,USD
Fullstack Architect,Mid,Japan,63698,0,FT,M,USD
Fullstack Architect,Senior,Japan,108426,100,FT,L,USD
Fullstack Architect,Principal,United States,257407,50,FT,S,USD
Backend Developer,Senior,Singapore,106673,100,FT,L,USD
Frontend Engineer,Principal,Bangladesh,130652,100,FT,S,USD
Cloud Security Engineer,Senior,Poland,109606,0,FT,M,USD
DevOps Specialist,Lead,India,139685,100,FT,L,USD
Senior Software Engineer,Senior,Netherlands,116038,0,FT,M,USD
AI/ML Engineer,Junior,Bangladesh,49722,0,FT,L,USD
AI/ML Engineer,Principal,Poland,150026,0,FT,S,USD
Cloud Security Engineer,Principal,Bangladesh,167201,100,FT,M,USD
Backend Developer,Senior,Canada,116695,50,FT,M,USD
Data Scientist,Lead,United States,290076,100,FT,S,USD
Data Scientist,Principal,Japan,163841,0,FT,L,USD
AI/ML Engineer,Lead,Bangladesh,118965,0,FT,M,USD
Fullstack Architect,Principal,Singapore,142606,0,FT,L,USD
Fullstack Architect,Mid,Poland,79395,50,FT,S,USD
Backend Developer,Lead,Australia,103866,0,FT,S,USD
AI/ML Engineer,Principal,Bangladesh,156985,50,FT,S,USD
Senior Software Engineer,Lead,Japan,139205,100,FT,S,USD
DevOps Specialist,Senior,United States,250408,50,FT,L,USD
Data Scientist,Lead,Singapore,121743,100,FT,S,USD
Senior Software Engineer,Mid,Netherlands,84914,50,FT,L,USD
Frontend Engineer,Senior,Estonia,109268,100,FT,M,USD
Backend Developer,Junior,India,45543,0,FT,L,USD
Cloud Security Engineer,Junior,Singapore,52650,0,FT,S,USD
AI/ML Engineer,Mid,India,61108,50,FT,M,USD
Fullstack Architect,Mid,Germany,66468,0,FT,S,USD
Fullstack Architect,Lead,Australia,122753,100,FT,L,USD
Senior Software Engineer,Junior,Netherlands,50107,50,FT,M,USD
DevOps Specialist,Lead,Australia,118987,0,FT,M,USD
AI/ML Engineer,Lead,Bangladesh,119127,100,FT,S,USD
DevOps Specialist,Senior,Japan,112704,50,FT,M,USD
Cloud Security Engineer,Principal,Bangladesh,168013,0,FT,M,USD
Fullstack Architect,Mid,United States,139847,100,FT,M,USD
Fullstack Architect,Junior,United Kingdom,61566,50,FT,M,USD
Frontend Engineer,Lead,Singapore,122745,0,FT,S,USD
Frontend Engineer,Mid,Germany,83151,0,FT,L,USD
Backend Developer,Senior,Poland,87508,100,FT,M,USD
Backend Developer,Principal,Germany,137417,0,FT,M,USD
Fullstack Architect,Principal,Bangladesh,144349,50,FT,S,USD
Data Scientist,Junior,United Kingdom,60610,100,FT,M,USD
Fullstack Architect,Lead,United States,219438,0,FT,M,USD
Frontend Engineer,Lead,Estonia,121311,0,FT,S,USD
DevOps Specialist,Lead,Germany,119195,100,FT,L,USD
DevOps Specialist,Lead,Estonia,122887,0,FT,M,USD
Cloud Security Engineer,Junior,Japan,55323,50,FT,S,USD
Data Scientist,Mid,Singapore,74468,50,FT,S,USD
Backend Developer,Mid,Australia,75075,100,FT,M,USD
Data Scientist,Principal,Bangladesh,142005,0,FT,S,USD
Cloud Security Engineer,Junior,Poland,47320,0,FT,M,USD
Fullstack Architect,Principal,Poland,169114,100,FT,M,USD
AI/ML Engineer,Senior,Japan,84712,100,FT,L,USD
Data Scientist,Mid,Poland,69074,100,FT,L,USD
Fullstack Architect,Mid,Bangladesh,78639,0,FT,L,USD
AI/ML Engineer,Senior,Australia,101442,100,FT,S,USD
AI/ML Engineer,Senior,Australia,96845,100,FT,M,USD
Backend Developer,Senior,Canada,83932,0,FT,M,USD
Fullstack Architect,Principal,Netherlands,145925,0,FT,M,USD
Fullstack Architect,Lead,Germany,128299,50,FT,L,USD
Fullstack Architect,Mid,United States,161701,0,FT,L,USD
AI/ML Engineer,Lead,Bangladesh,126490,0,FT,S,USD
